code,description,sex,diagnosis_count,category
D60,Acquired pure red cell aplasia [erythroblastopenia],Female,426.0,Diseases of the blood and blood-forming organs (D50–D89)
D61,Other aplastic anaemias,Female,9070.0,Diseases of the blood and blood-forming organs (D50–D89)
D62,Acute posthaemorrhagic anaemia,Female,228.0,Diseases of the blood and blood-forming organs (D50–D89)
D63,Anaemia in chronic diseases classified elsewhere,Female,7306.0,Diseases of the blood and blood-forming organs (D50–D89)
D64,Other anaemias,Female,46182.0,Diseases of the blood and blood-forming organs (D50–D89)
D65,Disseminated intravascular coagulation [defibrination syndrome],Female,45.0,Diseases of the blood and blood-forming organs (D50–D89)
D66,Hereditary factor VIII deficiency,Female,313.0,Diseases of the blood and blood-forming organs (D50–D89)
D67,Hereditary factor IX deficiency,Female,9.0,Diseases of the blood and blood-forming organs (D50–D89)
D68,Other coagulation defects,Female,2201.0,Diseases of the blood and blood-forming organs (D50–D89)
D69,Purpura and other haemorrhagic conditions,Female,13517.0,Diseases of the blood and blood-forming organs (D50–D89)
D70,Agranulocytosis,Female,4944.0,Diseases of the blood and blood-forming organs (D50–D89)
D71,Functional disorders of polymorphonuclear neutrophils,Female,85.0,Diseases of the blood and blood-forming organs (D50–D89)
D72,Other disorders of white blood cells,Female,754.0,Diseases of the blood and blood-forming organs (D50–D89)
D73,Diseases of spleen,Female,795.0,Diseases of the blood and blood-forming organs (D50–D89)
D74,Methaemoglobinaemia,Female,113.0,Diseases of the blood and blood-forming organs (D50–D89)
D75,Other diseases of blood and blood-forming organs,Female,3262.0,Diseases of the blood and blood-forming organs (D50–D89)
D76,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue,Female,529.0,Diseases of the blood and blood-forming organs (D50–D89)
D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere,Female,1.0,Diseases of the blood and blood-forming organs (D50–D89)
D80,Immunodeficiency with predominantly antibody defects,Female,6779.0,Diseases of the blood and blood-forming organs (D50–D89)
D81,Combined immunodeficiencies,Female,365.0,Diseases of the blood and blood-forming organs (D50–D89)
D82,Immunodeficiency associated with other major defects,Female,203.0,Diseases of the blood and blood-forming organs (D50–D89)
D83,Common variable immunodeficiency,Female,2967.0,Diseases of the blood and blood-forming organs (D50–D89)
D84,Other immunodeficiencies,Female,1050.0,Diseases of the blood and blood-forming organs (D50–D89)
D86,Sarcoidosis,Female,1903.0,Diseases of the blood and blood-forming organs (D50–D89)
D89,"Other disorders involving the immune mechanism, not elsewhere classified",Female,609.0,Diseases of the blood and blood-forming organs (D50–D89)
E01,Iodine-deficiency-related thyroid disorders and allied conditions,Female,1.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E02,Subclinical iodine-deficiency hypothyroidism,Female,64.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E03,Other hypothyroidism,Female,2451.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E04,Other nontoxic goitre,Female,6139.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E05,Thyrotoxicosis [hyperthyroidism],Female,6419.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E06,Thyroiditis,Female,760.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E07,Other disorders of thyroid,Female,307.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E10,Type 1 diabetes mellitus,Female,21379.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E11,Type 2 diabetes mellitus,Female,22451.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E12,Malnutrition-related diabetes mellitus,Female,4.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E13,Other specified diabetes mellitus,Female,447.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E14,Unspecified diabetes mellitus,Female,979.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E15,Nondiabetic hypoglycaemic coma,Female,14.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E16,Other disorders of pancreatic internal secretion,Female,11904.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E20,Hypoparathyroidism,Female,164.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E21,Hyperparathyroidism and other disorders of parathyroid gland,Female,3395.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E22,Hyperfunction of pituitary gland,Female,4028.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E23,Hypofunction and other disorders of pituitary gland,Female,1779.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E24,Cushing syndrome,Female,909.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E25,Adrenogenital disorders,Female,420.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E26,Hyperaldosteronism,Female,455.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E27,Other disorders of adrenal gland,Female,7004.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E28,Ovarian dysfunction,Female,1331.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E29,Testicular dysfunction,Female,7.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E30,"Disorders of puberty, not elsewhere classified",Female,1582.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E31,Polyglandular dysfunction,Female,14.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E32,Diseases of thymus,Female,78.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E34,Other endocrine disorders,Female,1081.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E35,Disorders of endocrine glands in diseases classified elsewhere,Female,1.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E40,Kwashiorkor,Female,1.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E41,Nutritional marasmus,Female,61.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E42,Marasmic kwashiorkor,Female,2.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E43,Unspecified severe protein-energy malnutrition,Female,266.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E44,Protein-energy malnutrition of moderate and mild degree,Female,3.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E45,Retarded development following protein-energy malnutrition,Female,1.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E46,Unspecified protein-energy malnutrition,Female,1392.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E50,Vitamin A deficiency,Female,63.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E51,Thiamine deficiency,Female,380.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E52,Niacin deficiency [pellagra],Female,0.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E53,Deficiency of other B group vitamins,Female,1742.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E54,Ascorbic acid deficiency,Female,10.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E55,Vitamin D deficiency,Female,932.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E56,Other vitamin deficiencies,Female,113.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E58,Dietary calcium deficiency,Female,23.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E59,Dietary selenium deficiency,Female,3.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E60,Dietary zinc deficiency,Female,1.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E61,Deficiency of other nutrient elements,Female,6259.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E63,Other nutritional deficiencies,Female,160.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E65,Localized adiposity,Female,31.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E66,Obesity,Female,8490.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E67,Other hyperalimentation,Female,22.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E70,Disorders of aromatic amino-acid metabolism,Female,116.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E71,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,Female,266.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E72,Other disorders of amino-acid metabolism,Female,243.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E73,Lactose intolerance,Female,129.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E74,Other disorders of carbohydrate metabolism,Female,322.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E75,Disorders of sphingolipid metabolism and other lipid storage disorders,Female,980.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E76,Disorders of glycosaminoglycan metabolism,Female,254.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E77,Disorders of glycoprotein metabolism,Female,40.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E78,Disorders of lipoprotein metabolism and other lipidaemias,Female,844.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E79,Disorders of purine and pyrimidine metabolism,Female,6.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E80,Disorders of porphyrin and bilirubin metabolism,Female,469.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E83,Disorders of mineral metabolism,Female,56099.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E84,Cystic fibrosis,Female,3994.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E85,Amyloidosis,Female,2257.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E86,Volume depletion,Female,7238.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E87,"Other disorders of fluid, electrolyte and acid-base balance",Female,59345.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E88,Other metabolic disorders,Female,1103.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",Female,550.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E90,Nutritional and metabolic disorders in diseases classified elsewhere,Female,1.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
F00,Dementia in Alzheimer disease,Female,1343.0,Mental and behavioural disorders (F00–F99)
F01,Vascular dementia,Female,2795.0,Mental and behavioural disorders (F00–F99)
F02,Dementia in other diseases classified elsewhere,Female,173.0,Mental and behavioural disorders (F00–F99)
F03,Unspecified dementia,Female,4577.0,Mental and behavioural disorders (F00–F99)
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",Female,4.0,Mental and behavioural disorders (F00–F99)
F05,"Delirium, not induced by alcohol and other psychoactive substances",Female,39695.0,Mental and behavioural disorders (F00–F99)
F06,Other mental disorders due to brain damage and dysfunction and to physical disease,Female,1144.0,Mental and behavioural disorders (F00–F99)
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction",Female,371.0,Mental and behavioural disorders (F00–F99)
F09,Unspecified organic or symptomatic mental disorder,Female,54.0,Mental and behavioural disorders (F00–F99)
F10,Mental and behavioural disorders due to use of alcohol,Female,20062.0,Mental and behavioural disorders (F00–F99)
F11,Mental and behavioural disorders due to use of opioids,Female,380.0,Mental and behavioural disorders (F00–F99)
F12,Mental and behavioural disorders due to use of cannabinoids,Female,477.0,Mental and behavioural disorders (F00–F99)
F13,Mental and behavioural disorders due to use of sedatives or hypnotics,Female,131.0,Mental and behavioural disorders (F00–F99)
F14,Mental and behavioural disorders due to use of cocaine,Female,152.0,Mental and behavioural disorders (F00–F99)
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine",Female,67.0,Mental and behavioural disorders (F00–F99)
F16,Mental and behavioural disorders due to use of hallucinogens,Female,50.0,Mental and behavioural disorders (F00–F99)
F17,Mental and behavioural disorders due to use of tobacco,Female,923.0,Mental and behavioural disorders (F00–F99)
F18,Mental and behavioural disorders due to use of volatile solvents,Female,40.0,Mental and behavioural disorders (F00–F99)
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,Female,1030.0,Mental and behavioural disorders (F00–F99)
F20,Schizophrenia,Female,2951.0,Mental and behavioural disorders (F00–F99)
F21,Schizotypal disorder,Female,15.0,Mental and behavioural disorders (F00–F99)
F22,Persistent delusional disorders,Female,1123.0,Mental and behavioural disorders (F00–F99)
F23,Acute and transient psychotic disorders,Female,1554.0,Mental and behavioural disorders (F00–F99)
F24,Induced delusional disorder,Female,2.0,Mental and behavioural disorders (F00–F99)
F25,Schizoaffective disorders,Female,1729.0,Mental and behavioural disorders (F00–F99)
F28,Other nonorganic psychotic disorders,Female,40.0,Mental and behavioural disorders (F00–F99)
F29,Unspecified nonorganic psychosis,Female,2367.0,Mental and behavioural disorders (F00–F99)
F30,Manic episode,Female,505.0,Mental and behavioural disorders (F00–F99)
F31,Bipolar affective disorder,Female,3314.0,Mental and behavioural disorders (F00–F99)
F32,Depressive episode,Female,5113.0,Mental and behavioural disorders (F00–F99)
F33,Recurrent depressive disorder,Female,725.0,Mental and behavioural disorders (F00–F99)
F34,Persistent mood [affective] disorders,Female,84.0,Mental and behavioural disorders (F00–F99)
F38,Other mood [affective] disorders,Female,108.0,Mental and behavioural disorders (F00–F99)
F39,Unspecified mood [affective] disorder,Female,59.0,Mental and behavioural disorders (F00–F99)
F40,Phobic anxiety disorders,Female,54.0,Mental and behavioural disorders (F00–F99)
F41,Other anxiety disorders,Female,8245.0,Mental and behavioural disorders (F00–F99)
F42,Obsessive-compulsive disorder,Female,175.0,Mental and behavioural disorders (F00–F99)
F43,"Reaction to severe stress, and adjustment disorders",Female,1423.0,Mental and behavioural disorders (F00–F99)
F44,Dissociative [conversion] disorders,Female,5936.0,Mental and behavioural disorders (F00–F99)
F45,Somatoform disorders,Female,636.0,Mental and behavioural disorders (F00–F99)
F48,Other neurotic disorders,Female,35.0,Mental and behavioural disorders (F00–F99)
F50,Eating disorders,Female,6721.0,Mental and behavioural disorders (F00–F99)
F51,Nonorganic sleep disorders,Female,124.0,Mental and behavioural disorders (F00–F99)
F52,"Sexual dysfunction, not caused by organic disorder or disease",Female,18.0,Mental and behavioural disorders (F00–F99)
