code,description,sex,diagnosis_count
N28,"Other disorders of kidney and ureter, not elsewhere classified",Unknown,72.0
N29,Other disorders of kidney and ureter in diseases classified elsewhere,Unknown,0.0
N30,Cystitis,Unknown,92.0
N31,"Neuromuscular dysfunction of bladder, not elsewhere classified",Unknown,49.0
N32,Other disorders of bladder,Unknown,256.0
N33,Bladder disorders in diseases classified elsewhere,Unknown,0.0
N34,Urethritis and urethral syndrome,Unknown,3.0
N35,Urethral stricture,Unknown,76.0
N36,Other disorders of urethra,Unknown,10.0
N37,Urethral disorders in diseases classified elsewhere,Unknown,0.0
N39,Other disorders of urinary system,Unknown,1519.0
N40,Hyperplasia of prostate,Unknown,240.0
N41,Inflammatory diseases of prostate,Unknown,28.0
N42,Other disorders of prostate,Unknown,12.0
N43,Hydrocele and spermatocele,Unknown,60.0
N44,Torsion of testis,Unknown,25.0
N45,Orchitis and epididymitis,Unknown,106.0
N46,Male infertility,Unknown,14.0
N47,"Redundant prepuce, phimosis and paraphimosis",Unknown,99.0
N48,Other disorders of penis,Unknown,80.0
N49,"Inflammatory disorders of male genital organs, not elsewhere classified",Unknown,16.0
N50,Other disorders of male genital organs,Unknown,110.0
N51,Disorders of male genital organs in diseases classified elsewhere,Unknown,0.0
N60,Benign mammary dysplasia,Unknown,16.0
N61,Inflammatory disorders of breast,Unknown,23.0
N62,Hypertrophy of breast,Unknown,18.0
N63,Unspecified lump in breast,Unknown,4.0
N64,Other disorders of breast,Unknown,30.0
N70,Salpingitis and oophoritis,Unknown,23.0
N71,"Inflammatory disease of uterus, except cervix",Unknown,2.0
N72,Inflammatory disease of cervix uteri,Unknown,4.0
N73,Other female pelvic inflammatory diseases,Unknown,43.0
N74,Female pelvic inflammatory disorders in diseases classified elsewhere,Unknown,0.0
N75,Diseases of Bartholin gland,Unknown,50.0
N76,Other inflammation of vagina and vulva,Unknown,19.0
N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,Unknown,0.0
N80,Endometriosis,Unknown,168.0
N81,Female genital prolapse,Unknown,136.0
N82,Fistulae involving female genital tract,Unknown,6.0
N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Unknown,218.0
N84,Polyp of female genital tract,Unknown,193.0
N85,"Other noninflammatory disorders of uterus, except cervix",Unknown,61.0
N86,Erosion and ectropion of cervix uteri,Unknown,1.0
N87,Dysplasia of cervix uteri,Unknown,32.0
N88,Other noninflammatory disorders of cervix uteri,Unknown,19.0
N89,Other noninflammatory disorders of vagina,Unknown,17.0
N90,Other noninflammatory disorders of vulva and perineum,Unknown,41.0
N91,"Absent, scanty and rare menstruation",Unknown,1.0
N92,"Excessive, frequent and irregular menstruation",Unknown,136.0
N93,Other abnormal uterine and vaginal bleeding,Unknown,70.0
N94,Pain and other conditions associated with female genital organs and menstrual cycle,Unknown,43.0
N95,Menopausal and other perimenopausal disorders,Unknown,98.0
N96,Habitual aborter,Unknown,0.0
N97,Female infertility,Unknown,13.0
N98,Complications associated with artificial fertilization,Unknown,7.0
N99,"Postprocedural disorders of genitourinary system, not elsewhere classified",Unknown,17.0
O00,Ectopic pregnancy,Unknown,101.0
O01,Hydatidiform mole,Unknown,1.0
O02,Other abnormal products of conception,Unknown,88.0
O03,Spontaneous abortion,Unknown,190.0
O04,Medical abortion,Unknown,
O05,Other abortion,Unknown,0.0
O06,Unspecified abortion,Unknown,0.0
O07,Failed attempted abortion,Unknown,
O08,Complications following abortion and ectopic and molar pregnancy,Unknown,
O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",Unknown,8.0
O11,Pre-eclampsia superimposed on chronic hypertension,Unknown,2.0
O12,Gestational [pregnancy-induced] oedema and proteinuria without hypertension,Unknown,3.0
O13,Gestational [pregnancy-induced] hypertension,Unknown,49.0
O14,Pre-eclampsia,Unknown,16.0
O15,Eclampsia,Unknown,0.0
O16,Unspecified maternal hypertension,Unknown,14.0
O20,Haemorrhage in early pregnancy,Unknown,43.0
O21,Excessive vomiting in pregnancy,Unknown,96.0
O22,Venous complications and haemorrhoids in pregnancy,Unknown,6.0
O23,Infections of genitourinary tract in pregnancy,Unknown,37.0
O24,Diabetes mellitus in pregnancy,Unknown,18.0
O25,Malnutrition in pregnancy,Unknown,0.0
O26,Maternal care for other conditions predominantly related to pregnancy,Unknown,154.0
O28,Abnormal findings on antenatal screening of mother,Unknown,25.0
O29,Complications of anaesthesia during pregnancy,Unknown,0.0
O30,Multiple gestation,Unknown,0.0
O31,Complications specific to multiple gestation,Unknown,1.0
O32,Maternal care for known or suspected malpresentation of fetus,Unknown,11.0
O33,Maternal care for known or suspected disproportion,Unknown,0.0
O34,Maternal care for known or suspected abnormality of pelvic organs,Unknown,44.0
O35,Maternal care for known or suspected fetal abnormality and damage,Unknown,4.0
O36,Maternal care for other known or suspected fetal problems,Unknown,143.0
O40,Polyhydramnios,Unknown,9.0
O41,Other disorders of amniotic fluid and membranes,Unknown,1.0
O42,Premature rupture of membranes,Unknown,35.0
O43,Placental disorders,Unknown,1.0
O44,Placenta praevia,Unknown,3.0
O45,Premature separation of placenta [abruptio placentae],Unknown,1.0
O46,"Antepartum haemorrhage, not elsewhere classified",Unknown,40.0
O47,False labour,Unknown,25.0
O48,Prolonged pregnancy,Unknown,10.0
O60,Preterm labour and delivery,Unknown,1.0
O61,Failed induction of labour,Unknown,3.0
O62,Abnormalities of forces of labour,Unknown,1.0
O63,Long labour,Unknown,3.0
O64,Obstructed labour due to malposition and malpresentation of fetus,Unknown,0.0
O65,Obstructed labour due to maternal pelvic abnormality,Unknown,0.0
O66,Other obstructed labour,Unknown,2.0
O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",Unknown,0.0
O68,Labour and delivery complicated by fetal stress [distress],Unknown,6.0
O69,Labour and delivery complicated by umbilical cord complications,Unknown,0.0
O70,Perineal laceration during delivery,Unknown,7.0
O71,Other obstetric trauma,Unknown,1.0
O72,Postpartum haemorrhage,Unknown,20.0
O73,"Retained placenta and membranes, without haemorrhage",Unknown,2.0
O74,Complications of anaesthesia during labour and delivery,Unknown,5.0
O75,"Other complications of labour and delivery, not elsewhere classified",Unknown,0.0
O80,Single spontaneous delivery,Unknown,0.0
O81,Single delivery by forceps and vacuum extractor,Unknown,0.0
O82,Single delivery by caesarean section,Unknown,0.0
O83,Other assisted single delivery,Unknown,0.0
O85,Puerperal sepsis,Unknown,6.0
O86,Other puerperal infections,Unknown,20.0
O87,Venous complications and haemorrhoids in the puerperium,Unknown,3.0
O88,Obstetric embolism,Unknown,1.0
O89,Complications of anaesthesia during the puerperium,Unknown,0.0
O90,"Complications of the puerperium, not elsewhere classified",Unknown,25.0
O91,Infections of breast associated with childbirth,Unknown,8.0
O92,Other disorders of breast and lactation associated with childbirth,Unknown,2.0
O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Unknown,10.0
O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Unknown,79.0
P00,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Unknown,0.0
P01,Fetus and newborn affected by maternal complications of pregnancy,Unknown,0.0
P02,"Fetus and newborn affected by complications of placenta, cord and membranes",Unknown,5.0
P03,Fetus and newborn affected by other complications of labour and delivery,Unknown,2.0
P05,Slow fetal growth and fetal malnutrition,Unknown,25.0
P07,"Disorders related to short gestation and low birth weight, not elsewhere classified",Unknown,900.0
P08,Disorders related to long gestation and high birth weight,Unknown,85.0
P10,Intracranial laceration and haemorrhage due to birth injury,Unknown,0.0
P11,Other birth injuries to central nervous system,Unknown,3.0
P12,Birth injury to scalp,Unknown,29.0
P13,Birth injury to skeleton,Unknown,5.0
P14,Birth injury to peripheral nervous system,Unknown,3.0
P15,Other birth injuries,Unknown,41.0
P20,Intrauterine hypoxia,Unknown,175.0
P21,Birth asphyxia,Unknown,6.0
P22,Respiratory distress of newborn,Unknown,528.0
P23,Congenital pneumonia,Unknown,17.0
P24,Neonatal aspiration syndromes,Unknown,10.0
P25,Interstitial emphysema and related conditions originating in the perinatal period,Unknown,8.0
P26,Pulmonary haemorrhage originating in the perinatal period,Unknown,0.0
P27,Chronic respiratory disease originating in the perinatal period,Unknown,24.0
P28,Other respiratory conditions originating in the perinatal period,Unknown,186.0
P29,Cardiovascular disorders originating in the perinatal period,Unknown,63.0
P35,Congenital viral diseases,Unknown,1.0
P36,Bacterial sepsis of newborn,Unknown,139.0
P37,Other congenital infectious and parasitic diseases,Unknown,3.0
P38,Omphalitis of newborn with or without mild haemorrhage,Unknown,2.0
P39,Other infections specific to the perinatal period,Unknown,82.0
P50,Fetal blood loss,Unknown,0.0
P51,Umbilical haemorrhage of newborn,Unknown,1.0
P52,Intracranial nontraumatic haemorrhage of fetus and newborn,Unknown,1.0
P53,Haemorrhagic disease of fetus and newborn,Unknown,0.0
P54,Other neonatal haemorrhages,Unknown,13.0
P55,Haemolytic disease of fetus and newborn,Unknown,11.0
P56,Hydrops fetalis due to haemolytic disease,Unknown,0.0
P57,Kernicterus,Unknown,0.0
P58,Neonatal jaundice due to other excessive haemolysis,Unknown,3.0
P59,Neonatal jaundice from other and unspecified causes,Unknown,596.0
P60,Disseminated intravascular coagulation of fetus and newborn,Unknown,0.0
P61,Other perinatal haematological disorders,Unknown,6.0
P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,Unknown,101.0
P71,Transitory neonatal disorders of calcium and magnesium metabolism,Unknown,4.0
P72,Other transitory neonatal endocrine disorders,Unknown,1.0
P74,Other transitory neonatal electrolyte and metabolic disturbances,Unknown,10.0
P75,Meconium ileus in cystic fibrosis,Unknown,0.0
P76,Other intestinal obstruction of newborn,Unknown,3.0
P77,Necrotizing enterocolitis of fetus and newborn,Unknown,5.0
P78,Other perinatal digestive system disorders,Unknown,20.0
P80,Hypothermia of newborn,Unknown,73.0
P81,Other disturbances of temperature regulation of newborn,Unknown,62.0
P83,Other conditions of integument specific to fetus and newborn,Unknown,25.0
P90,Convulsions of newborn,Unknown,3.0
P91,Other disturbances of cerebral status of newborn,Unknown,15.0
P92,Feeding problems of newborn,Unknown,194.0
P93,Reactions and intoxications due to drugs administered to fetus and newborn,Unknown,0.0
P94,Disorders of muscle tone of newborn,Unknown,14.0
P95,Fetal death of unspecified cause,Unknown,38.0
P96,Other conditions originating in the perinatal period,Unknown,33.0
Q00,Anencephaly and similar malformations,Unknown,0.0
Q01,Encephalocele,Unknown,1.0
Q02,Microcephaly,Unknown,3.0
Q03,Congenital hydrocephalus,Unknown,1.0
Q04,Other congenital malformations of brain,Unknown,12.0
Q05,Spina bifida,Unknown,1.0
Q06,Other congenital malformations of spinal cord,Unknown,1.0
Q07,Other congenital malformations of nervous system,Unknown,2.0
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",Unknown,10.0
Q11,"Anophthalmos, microphthalmos and macrophthalmos",Unknown,0.0
Q12,Congenital lens malformations,Unknown,3.0
Q13,Congenital malformations of anterior segment of eye,Unknown,1.0
Q14,Congenital malformations of posterior segment of eye,Unknown,1.0
Q15,Other congenital malformations of eye,Unknown,1.0
Q16,Congenital malformations of ear causing impairment of hearing,Unknown,0.0
Q17,Other congenital malformations of ear,Unknown,22.0
Q18,Other congenital malformations of face and neck,Unknown,20.0
Q20,Congenital malformations of cardiac chambers and connections,Unknown,140.0
Q21,Congenital malformations of cardiac septa,Unknown,597.0
Q22,Congenital malformations of pulmonary and tricuspid valves,Unknown,104.0
Q23,Congenital malformations of aortic and mitral valves,Unknown,163.0
Q24,Other congenital malformations of heart,Unknown,61.0
Q25,Congenital malformations of great arteries,Unknown,286.0
Q26,Congenital malformations of great veins,Unknown,47.0
Q27,Other congenital malformations of peripheral vascular system,Unknown,42.0
Q28,Other congenital malformations of circulatory system,Unknown,3.0
Q30,Congenital malformations of nose,Unknown,3.0
Q31,Congenital malformations of larynx,Unknown,17.0
Q32,Congenital malformations of trachea and bronchus,Unknown,9.0
Q33,Congenital malformations of lung,Unknown,16.0
Q34,Other congenital malformations of respiratory system,Unknown,0.0
Q35,Cleft palate,Unknown,31.0
Q36,Cleft lip,Unknown,10.0
Q37,Cleft palate with cleft lip,Unknown,54.0
Q38,"Other congenital malformations of tongue, mouth and pharynx",Unknown,166.0
Q39,Congenital malformations of oesophagus,Unknown,25.0
Q40,Other congenital malformations of upper alimentary tract,Unknown,7.0
Q41,"Congenital absence, atresia and stenosis of small intestine",Unknown,10.0
Q42,"Congenital absence, atresia and stenosis of large intestine",Unknown,4.0
Q43,Other congenital malformations of intestine,Unknown,25.0
Q44,"Congenital malformations of gallbladder, bile ducts and liver",Unknown,1.0
Q45,Other congenital malformations of digestive system,Unknown,5.0
Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",Unknown,0.0
Q51,Congenital malformations of uterus and cervix,Unknown,2.0
Q52,Other congenital malformations of female genitalia,Unknown,3.0
Q53,Undescended testicle,Unknown,85.0
Q54,Hypospadias,Unknown,97.0
Q55,Other congenital malformations of male genital organs,Unknown,24.0
Q56,Indeterminate sex and pseudohermaphroditism,Unknown,6.0
Q60,Renal agenesis and other reduction defects of kidney,Unknown,8.0
Q61,Cystic kidney disease,Unknown,15.0
Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,Unknown,40.0
Q63,Other congenital malformations of kidney,Unknown,23.0
Q64,Other congenital malformations of urinary system,Unknown,95.0
Q65,Congenital deformities of hip,Unknown,16.0
Q66,Congenital deformities of feet,Unknown,32.0
Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",Unknown,5.0
Q68,Other congenital musculoskeletal deformities,Unknown,2.0
Q69,Polydactyly,Unknown,40.0
Q70,Syndactyly,Unknown,6.0
Q71,Reduction defects of upper limb,Unknown,2.0
Q72,Reduction defects of lower limb,Unknown,0.0
Q74,Other congenital malformations of limb(s),Unknown,6.0
Q75,Other congenital malformations of skull and face bones,Unknown,4.0
Q76,Congenital malformations of spine and bony thorax,Unknown,3.0
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,Unknown,25.0
Q78,Other osteochondrodysplasias,Unknown,13.0
Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",Unknown,19.0
Q80,Congenital ichthyosis,Unknown,2.0
Q81,Epidermolysis bullosa,Unknown,1.0
Q82,Other congenital malformations of skin,Unknown,18.0
Q83,Congenital malformations of breast,Unknown,5.0
Q84,Other congenital malformations of integument,Unknown,0.0
Q85,"Phakomatoses, not elsewhere classified",Unknown,62.0
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",Unknown,0.0
Q87,Other specified congenital malformation syndromes affecting multiple systems,Unknown,36.0
Q89,"Other congenital malformations, not elsewhere classified",Unknown,24.0
Q90,Down syndrome,Unknown,11.0
Q91,Edwards' syndrome and Patau syndrome,Unknown,2.0
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",Unknown,1.0
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",Unknown,2.0
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",Unknown,0.0
Q96,Turner syndrome,Unknown,3.0
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",Unknown,0.0
Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",Unknown,0.0
Q99,"Other chromosome abnormalities, not elsewhere classified",Unknown,5.0
R00,Abnormalities of heart beat,Unknown,364.0
R01,Cardiac murmurs and other cardiac sounds,Unknown,39.0
R02,"Gangrene, not elsewhere classified",Unknown,17.0
R03,"Abnormal blood-pressure reading, without diagnosis",Unknown,10.0
R04,Haemorrhage from respiratory passages,Unknown,179.0
R05,Cough,Unknown,137.0
R06,Abnormalities of breathing,Unknown,756.0
R07,Pain in throat and chest,Unknown,1713.0
R09,Other symptoms and signs involving the circulatory and respiratory systems,Unknown,86.0
R10,Abdominal and pelvic pain,Unknown,1972.0
R11,Nausea and vomiting,Unknown,294.0
R12,Heartburn,Unknown,58.0
R13,Dysphagia,Unknown,384.0
R14,Flatulence and related conditions,Unknown,25.0
R15,Faecal incontinence,Unknown,27.0
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",Unknown,4.0
R17,Unspecified jaundice,Unknown,29.0
R18,Ascites,Unknown,62.0
R19,Other symptoms and signs involving the digestive system and abdomen,Unknown,500.0
R20,Disturbances of skin sensation,Unknown,54.0
R21,Rash and other nonspecific skin eruption,Unknown,83.0
